"","Period","Subject","MyPartner","Agent","Theta","Applet","Inv","Disclose","ProbType","ProbBarrel","Outcome","Retain","myRetention","Session","tmt","SPSubj","SPPart","Treatment"
"2478",18,4,22,0,NA,NA,0,NA,0.1,0.2,3,1,0,"2","Strategic","2-18-4","2-18-22",1
"2479",18,5,18,0,NA,NA,1,NA,0.4,0.4,3,1,0,"2","Strategic","2-18-5","2-18-18",1
"2480",18,6,13,0,NA,NA,1,NA,0.8,0.2,1,1,0,"2","Strategic","2-18-6","2-18-13",1
"2481",18,7,17,0,NA,NA,0,NA,0.1,0.2,3,1,0,"2","Strategic","2-18-7","2-18-17",1
"2482",18,8,21,0,NA,NA,1,NA,0.8,0.2,3,0,0,"2","Strategic","2-18-8","2-18-21",1
"2483",18,9,20,0,NA,NA,1,NA,0.4,0.4,3,0,0,"2","Strategic","2-18-9","2-18-20",1
"2484",18,10,15,0,NA,NA,1,NA,0.4,0.4,1,0,0,"2","Strategic","2-18-10","2-18-15",1
"2485",18,11,16,0,NA,NA,1,NA,0.8,0.2,3,0,0,"2","Strategic","2-18-11","2-18-16",1
"2486",18,12,3,1,1,1,NA,1,0,0,NA,NA,1,"2","Strategic","2-18-12","2-18-3",1
"2487",18,13,6,1,1,1,NA,1,0,0,NA,NA,1,"2","Strategic","2-18-13","2-18-6",1
"2488",18,14,2,1,0,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-18-14","2-18-2",1
"2489",18,15,10,1,1,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-18-15","2-18-10",1
"2490",18,16,11,1,1,1,NA,1,0,0,NA,NA,0,"2","Strategic","2-18-16","2-18-11",1
"2491",18,17,7,1,1,0,NA,0,0,0,NA,NA,1,"2","Strategic","2-18-17","2-18-7",1
"2492",18,18,5,1,0,0,NA,0,0,0,NA,NA,1,"2","Strategic","2-18-18","2-18-5",1
"2493",18,19,1,1,0,0,NA,0,0,0,NA,NA,1,"2","Strategic","2-18-19","2-18-1",1
"2494",18,20,9,1,1,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-18-20","2-18-9",1
"2495",18,21,8,1,1,1,NA,1,0,0,NA,NA,0,"2","Strategic","2-18-21","2-18-8",1
"2496",18,22,4,1,0,0,NA,0,0,0,NA,NA,1,"2","Strategic","2-18-22","2-18-4",1
"2497",19,1,13,1,1,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-19-1","2-19-13",1
"2498",19,2,12,1,0,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-19-2","2-19-12",1
"2499",19,3,21,1,1,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-19-3","2-19-21",1
"2500",19,4,17,1,0,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-19-4","2-19-17",1
"2501",19,5,18,1,0,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-19-5","2-19-18",1
"2502",19,6,14,1,1,0,NA,0,0,0,NA,NA,1,"2","Strategic","2-19-6","2-19-14",1
"2503",19,7,15,1,1,1,NA,1,0,0,NA,NA,0,"2","Strategic","2-19-7","2-19-15",1
"2504",19,8,22,1,1,0,NA,0,0,0,NA,NA,1,"2","Strategic","2-19-8","2-19-22",1
"2505",19,9,16,1,1,1,NA,1,0,0,NA,NA,1,"2","Strategic","2-19-9","2-19-16",1
"2506",19,10,19,1,0,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-19-10","2-19-19",1
"2507",19,11,20,1,0,0,NA,0,0,0,NA,NA,0,"2","Strategic","2-19-11","2-19-20",1
"2508",19,12,2,0,NA,NA,1,NA,0.4,0.4,3,0,0,"2","Strategic","2-19-12","2-19-2",1
"2509",19,13,1,0,NA,NA,1,NA,0.4,0.4,3,0,0,"2","Strategic","2-19-13","2-19-1",1
"2510",19,14,6,0,NA,NA,0,NA,0.1,0.2,3,1,0,"2","Strategic","2-19-14","2-19-6",1
"2511",19,15,7,0,NA,NA,1,NA,0.8,0.2,3,0,0,"2","Strategic","2-19-15","2-19-7",1
"2512",19,16,9,0,NA,NA,1,NA,0.8,0.2,1,1,0,"2","Strategic","2-19-16","2-19-9",1
"2513",19,17,4,0,NA,NA,1,NA,0.4,0.4,3,0,0,"2","Strategic","2-19-17","2-19-4",1
"2514",19,18,5,0,NA,NA,1,NA,0.4,0.4,3,0,0,"2","Strategic","2-19-18","2-19-5",1
"2515",19,19,10,0,NA,NA,1,NA,0.4,0.4,3,0,0,"2","Strategic","2-19-19","2-19-10",1
"2516",19,20,11,0,NA,NA,1,NA,0.4,0.4,3,0,0,"2","Strategic","2-19-20","2-19-11",1
"2517",19,21,3,0,NA,NA,1,NA,0.4,0.4,1,0,0,"2","Strategic","2-19-21","2-19-3",1
"2518",19,22,8,0,NA,NA,0,NA,0.1,0.2,2,1,0,"2","Strategic","2-19-22","2-19-8",1
"2519",1,1,14,1,1,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-1-1","4-1-14",1
"2520",1,2,25,1,1,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-1-2","4-1-25",1
"2521",1,3,17,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-1-3","4-1-17",1
"2522",1,4,21,1,0,0,NA,1,0,0,NA,NA,1,"4","Strategic","4-1-4","4-1-21",1
"2523",1,5,18,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-1-5","4-1-18",1
"2524",1,6,23,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-1-6","4-1-23",1
"2525",1,7,15,1,1,1,NA,0,0,0,NA,NA,0,"4","Strategic","4-1-7","4-1-15",1
"2526",1,8,20,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-1-8","4-1-20",1
"2527",1,9,19,1,1,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-1-9","4-1-19",1
"2528",1,10,16,1,0,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-1-10","4-1-16",1
"2529",1,11,22,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-1-11","4-1-22",1
"2530",1,12,26,1,0,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-1-12","4-1-26",1
"2531",1,13,24,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-1-13","4-1-24",1
"2532",1,14,1,0,NA,NA,0,NA,0.1,0.2,3,0,0,"4","Strategic","4-1-14","4-1-1",1
"2533",1,15,7,0,NA,NA,0,NA,0.1,0.2,3,0,0,"4","Strategic","4-1-15","4-1-7",1
"2534",1,16,10,0,NA,NA,0,NA,0.1,0.2,3,1,0,"4","Strategic","4-1-16","4-1-10",1
"2535",1,17,3,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-1-17","4-1-3",1
"2536",1,18,5,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-1-18","4-1-5",1
"2537",1,19,9,0,NA,NA,1,NA,0.8,0.2,1,0,0,"4","Strategic","4-1-19","4-1-9",1
"2538",1,20,8,0,NA,NA,0,NA,0.2,0.3,3,1,0,"4","Strategic","4-1-20","4-1-8",1
"2539",1,21,4,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-1-21","4-1-4",1
"2540",1,22,11,0,NA,NA,0,NA,0.1,0.2,2,0,0,"4","Strategic","4-1-22","4-1-11",1
"2541",1,23,6,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-1-23","4-1-6",1
"2542",1,24,13,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-1-24","4-1-13",1
"2543",1,25,2,0,NA,NA,1,NA,0.4,0.4,2,1,0,"4","Strategic","4-1-25","4-1-2",1
"2544",1,26,12,0,NA,NA,0,NA,0.1,0.2,3,1,0,"4","Strategic","4-1-26","4-1-12",1
"2545",2,1,25,0,NA,NA,0,NA,0.2,0.3,3,1,0,"4","Strategic","4-2-1","4-2-25",1
"2546",2,2,21,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-2-2","4-2-21",1
"2547",2,3,16,0,NA,NA,1,NA,0.4,0.4,2,0,0,"4","Strategic","4-2-3","4-2-16",1
"2548",2,4,22,0,NA,NA,0,NA,0.2,0.3,3,1,0,"4","Strategic","4-2-4","4-2-22",1
"2549",2,5,18,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-2-5","4-2-18",1
"2550",2,6,14,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-2-6","4-2-14",1
"2551",2,7,26,0,NA,NA,0,NA,0.2,0.3,3,1,0,"4","Strategic","4-2-7","4-2-26",1
"2552",2,8,20,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-2-8","4-2-20",1
"2553",2,9,23,0,NA,NA,1,NA,0.8,0.2,2,0,0,"4","Strategic","4-2-9","4-2-23",1
"2554",2,10,24,0,NA,NA,1,NA,0.4,0.4,3,0,0,"4","Strategic","4-2-10","4-2-24",1
"2555",2,11,19,0,NA,NA,0,NA,0.2,0.3,1,1,0,"4","Strategic","4-2-11","4-2-19",1
"2556",2,12,15,0,NA,NA,1,NA,0.4,0.4,2,1,0,"4","Strategic","4-2-12","4-2-15",1
"2557",2,13,17,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-2-13","4-2-17",1
"2558",2,14,6,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-14","4-2-6",1
"2559",2,15,12,1,1,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-2-15","4-2-12",1
"2560",2,16,3,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-2-16","4-2-3",1
"2561",2,17,13,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-17","4-2-13",1
"2562",2,18,5,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-18","4-2-5",1
"2563",2,19,11,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-19","4-2-11",1
"2564",2,20,8,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-20","4-2-8",1
"2565",2,21,2,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-21","4-2-2",1
"2566",2,22,4,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-22","4-2-4",1
"2567",2,23,9,1,1,1,NA,1,0,0,NA,NA,0,"4","Strategic","4-2-23","4-2-9",1
"2568",2,24,10,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-2-24","4-2-10",1
"2569",2,25,1,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-25","4-2-1",1
"2570",2,26,7,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-2-26","4-2-7",1
"2571",3,1,17,1,0,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-3-1","4-3-17",1
"2572",3,2,19,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-3-2","4-3-19",1
"2573",3,3,15,1,1,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-3-3","4-3-15",1
"2574",3,4,16,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-3-4","4-3-16",1
"2575",3,5,26,1,1,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-3-5","4-3-26",1
"2576",3,6,21,1,0,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-3-6","4-3-21",1
"2577",3,7,22,1,1,1,NA,1,0,0,NA,NA,0,"4","Strategic","4-3-7","4-3-22",1
"2578",3,8,25,1,0,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-3-8","4-3-25",1
"2579",3,9,24,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-3-9","4-3-24",1
"2580",3,10,14,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-3-10","4-3-14",1
"2581",3,11,20,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-3-11","4-3-20",1
"2582",3,12,18,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-3-12","4-3-18",1
"2583",3,13,23,1,0,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-3-13","4-3-23",1
"2584",3,14,10,0,NA,NA,1,NA,0.4,0.4,2,0,0,"4","Strategic","4-3-14","4-3-10",1
"2585",3,15,3,0,NA,NA,0,NA,0.2,0.3,3,0,0,"4","Strategic","4-3-15","4-3-3",1
"2586",3,16,4,0,NA,NA,0,NA,0.2,0.3,1,1,0,"4","Strategic","4-3-16","4-3-4",1
"2587",3,17,1,0,NA,NA,1,NA,0.8,0.2,1,0,0,"4","Strategic","4-3-17","4-3-1",1
"2588",3,18,12,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-3-18","4-3-12",1
"2589",3,19,2,0,NA,NA,0,NA,0.1,0.2,3,0,0,"4","Strategic","4-3-19","4-3-2",1
"2590",3,20,11,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-3-20","4-3-11",1
"2591",3,21,6,0,NA,NA,1,NA,0.8,0.2,1,0,0,"4","Strategic","4-3-21","4-3-6",1
"2592",3,22,7,0,NA,NA,0,NA,0.2,0.3,3,0,0,"4","Strategic","4-3-22","4-3-7",1
"2593",3,23,13,0,NA,NA,1,NA,0.4,0.4,3,1,0,"4","Strategic","4-3-23","4-3-13",1
"2594",3,24,9,0,NA,NA,0,NA,0.1,0.2,2,0,0,"4","Strategic","4-3-24","4-3-9",1
"2595",3,25,8,0,NA,NA,0,NA,0.1,0.2,3,1,0,"4","Strategic","4-3-25","4-3-8",1
"2596",3,26,5,0,NA,NA,1,NA,0.4,0.4,2,1,0,"4","Strategic","4-3-26","4-3-5",1
"2597",4,1,25,0,NA,NA,1,NA,0.8,0.2,1,0,0,"4","Strategic","4-4-1","4-4-25",1
"2598",4,2,18,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-4-2","4-4-18",1
"2599",4,3,14,0,NA,NA,0,NA,0.2,0.3,1,0,0,"4","Strategic","4-4-3","4-4-14",1
"2600",4,4,19,0,NA,NA,1,NA,0.4,0.4,2,1,0,"4","Strategic","4-4-4","4-4-19",1
"2601",4,5,21,0,NA,NA,1,NA,0.4,0.4,2,1,0,"4","Strategic","4-4-5","4-4-21",1
"2602",4,6,17,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-4-6","4-4-17",1
"2603",4,7,23,0,NA,NA,0,NA,0.1,0.2,3,1,0,"4","Strategic","4-4-7","4-4-23",1
"2604",4,8,22,0,NA,NA,1,NA,0.8,0.2,2,0,0,"4","Strategic","4-4-8","4-4-22",1
"2605",4,9,20,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-4-9","4-4-20",1
"2606",4,10,24,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-4-10","4-4-24",1
"2607",4,11,26,0,NA,NA,0,NA,0.1,0.2,1,0,0,"4","Strategic","4-4-11","4-4-26",1
"2608",4,12,16,0,NA,NA,1,NA,0.4,0.4,2,0,0,"4","Strategic","4-4-12","4-4-16",1
"2609",4,13,15,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-4-13","4-4-15",1
"2610",4,14,3,1,0,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-4-14","4-4-3",1
"2611",4,15,13,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-4-15","4-4-13",1
"2612",4,16,12,1,1,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-4-16","4-4-12",1
"2613",4,17,6,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-4-17","4-4-6",1
"2614",4,18,2,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-4-18","4-4-2",1
"2615",4,19,4,1,0,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-4-19","4-4-4",1
"2616",4,20,9,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-4-20","4-4-9",1
"2617",4,21,5,1,1,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-4-21","4-4-5",1
"2618",4,22,8,1,0,1,NA,1,0,0,NA,NA,0,"4","Strategic","4-4-22","4-4-8",1
"2619",4,23,7,1,0,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-4-23","4-4-7",1
"2620",4,24,10,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-4-24","4-4-10",1
"2621",4,25,1,1,1,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-4-25","4-4-1",1
"2622",4,26,11,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-4-26","4-4-11",1
"2623",5,1,20,1,0,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-5-1","4-5-20",1
"2624",5,2,17,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-5-2","4-5-17",1
"2625",5,3,25,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-5-3","4-5-25",1
"2626",5,4,23,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-5-4","4-5-23",1
"2627",5,5,22,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-5-5","4-5-22",1
"2628",5,6,14,1,0,0,NA,1,0,0,NA,NA,1,"4","Strategic","4-5-6","4-5-14",1
"2629",5,7,15,1,1,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-5-7","4-5-15",1
"2630",5,8,21,1,1,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-5-8","4-5-21",1
"2631",5,9,19,1,1,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-5-9","4-5-19",1
"2632",5,10,16,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-5-10","4-5-16",1
"2633",5,11,18,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-5-11","4-5-18",1
"2634",5,12,24,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-5-12","4-5-24",1
"2635",5,13,26,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-5-13","4-5-26",1
"2636",5,14,6,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-5-14","4-5-6",1
"2637",5,15,7,0,NA,NA,1,NA,0.8,0.2,1,0,0,"4","Strategic","4-5-15","4-5-7",1
"2638",5,16,10,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-5-16","4-5-10",1
"2639",5,17,2,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-5-17","4-5-2",1
"2640",5,18,11,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-5-18","4-5-11",1
"2641",5,19,9,0,NA,NA,1,NA,0.4,0.4,2,1,0,"4","Strategic","4-5-19","4-5-9",1
"2642",5,20,1,0,NA,NA,1,NA,0.8,0.2,1,0,0,"4","Strategic","4-5-20","4-5-1",1
"2643",5,21,8,0,NA,NA,1,NA,0.4,0.4,3,1,0,"4","Strategic","4-5-21","4-5-8",1
"2644",5,22,5,0,NA,NA,0,NA,0.1,0.2,3,0,0,"4","Strategic","4-5-22","4-5-5",1
"2645",5,23,4,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-5-23","4-5-4",1
"2646",5,24,12,0,NA,NA,0,NA,0.1,0.2,2,0,0,"4","Strategic","4-5-24","4-5-12",1
"2647",5,25,3,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-5-25","4-5-3",1
"2648",5,26,13,0,NA,NA,1,NA,0.4,0.4,2,0,0,"4","Strategic","4-5-26","4-5-13",1
"2649",6,1,15,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-6-1","4-6-15",1
"2650",6,2,23,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-6-2","4-6-23",1
"2651",6,3,14,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-6-3","4-6-14",1
"2652",6,4,18,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-6-4","4-6-18",1
"2653",6,5,21,0,NA,NA,1,NA,0.4,0.4,2,0,0,"4","Strategic","4-6-5","4-6-21",1
"2654",6,6,26,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-6-6","4-6-26",1
"2655",6,7,19,0,NA,NA,0,NA,0.1,0.2,3,1,0,"4","Strategic","4-6-7","4-6-19",1
"2656",6,8,24,0,NA,NA,1,NA,0.4,0.4,3,0,0,"4","Strategic","4-6-8","4-6-24",1
"2657",6,9,17,0,NA,NA,1,NA,0.4,0.4,2,0,0,"4","Strategic","4-6-9","4-6-17",1
"2658",6,10,16,0,NA,NA,1,NA,0.4,0.4,1,1,0,"4","Strategic","4-6-10","4-6-16",1
"2659",6,11,22,0,NA,NA,0,NA,0.2,0.3,1,0,0,"4","Strategic","4-6-11","4-6-22",1
"2660",6,12,25,0,NA,NA,0,NA,0.1,0.2,3,0,0,"4","Strategic","4-6-12","4-6-25",1
"2661",6,13,20,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-6-13","4-6-20",1
"2662",6,14,3,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-6-14","4-6-3",1
"2663",6,15,1,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-6-15","4-6-1",1
"2664",6,16,10,1,0,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-6-16","4-6-10",1
"2665",6,17,9,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-6-17","4-6-9",1
"2666",6,18,4,1,1,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-6-18","4-6-4",1
"2667",6,19,7,1,0,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-6-19","4-6-7",1
"2668",6,20,13,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-6-20","4-6-13",1
"2669",6,21,5,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-6-21","4-6-5",1
"2670",6,22,11,1,1,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-6-22","4-6-11",1
"2671",6,23,2,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-6-23","4-6-2",1
"2672",6,24,8,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-6-24","4-6-8",1
"2673",6,25,12,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-6-25","4-6-12",1
"2674",6,26,6,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-6-26","4-6-6",1
"2675",7,1,22,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-7-1","4-7-22",1
"2676",7,2,15,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-2","4-7-15",1
"2677",7,3,20,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-3","4-7-20",1
"2678",7,4,23,1,1,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-4","4-7-23",1
"2679",7,5,14,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-5","4-7-14",1
"2680",7,6,18,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-6","4-7-18",1
"2681",7,7,24,1,1,0,NA,1,0,0,NA,NA,1,"4","Strategic","4-7-7","4-7-24",1
"2682",7,8,19,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-8","4-7-19",1
"2683",7,9,25,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-9","4-7-25",1
"2684",7,10,26,1,1,0,NA,1,0,0,NA,NA,0,"4","Strategic","4-7-10","4-7-26",1
"2685",7,11,21,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-11","4-7-21",1
"2686",7,12,17,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-7-12","4-7-17",1
"2687",7,13,16,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-7-13","4-7-16",1
"2688",7,14,5,0,NA,NA,0,NA,0.1,0.2,3,0,0,"4","Strategic","4-7-14","4-7-5",1
"2689",7,15,2,0,NA,NA,0,NA,0.1,0.2,1,0,0,"4","Strategic","4-7-15","4-7-2",1
"2690",7,16,13,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-7-16","4-7-13",1
"2691",7,17,12,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-7-17","4-7-12",1
"2692",7,18,6,0,NA,NA,1,NA,0.4,0.4,2,0,0,"4","Strategic","4-7-18","4-7-6",1
"2693",7,19,8,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-7-19","4-7-8",1
"2694",7,20,3,0,NA,NA,1,NA,0.4,0.4,2,0,0,"4","Strategic","4-7-20","4-7-3",1
"2695",7,21,11,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-7-21","4-7-11",1
"2696",7,22,1,0,NA,NA,0,NA,0.2,0.3,1,1,0,"4","Strategic","4-7-22","4-7-1",1
"2697",7,23,4,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-7-23","4-7-4",1
"2698",7,24,7,0,NA,NA,1,NA,0.8,0.2,2,1,0,"4","Strategic","4-7-24","4-7-7",1
"2699",7,25,9,0,NA,NA,0,NA,0.1,0.2,1,0,0,"4","Strategic","4-7-25","4-7-9",1
"2700",7,26,10,0,NA,NA,1,NA,0.8,0.2,1,0,0,"4","Strategic","4-7-26","4-7-10",1
"2701",8,1,22,0,NA,NA,1,NA,0.4,0.4,3,1,0,"4","Strategic","4-8-1","4-8-22",1
"2702",8,2,19,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-8-2","4-8-19",1
"2703",8,3,26,0,NA,NA,1,NA,0.4,0.4,3,1,0,"4","Strategic","4-8-3","4-8-26",1
"2704",8,4,18,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-8-4","4-8-18",1
"2705",8,5,25,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-8-5","4-8-25",1
"2706",8,6,16,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-8-6","4-8-16",1
"2707",8,7,15,0,NA,NA,1,NA,0.4,0.4,2,1,0,"4","Strategic","4-8-7","4-8-15",1
"2708",8,8,24,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-8-8","4-8-24",1
"2709",8,9,23,0,NA,NA,1,NA,0.8,0.2,1,1,0,"4","Strategic","4-8-9","4-8-23",1
"2710",8,10,14,0,NA,NA,1,NA,0.4,0.4,3,0,0,"4","Strategic","4-8-10","4-8-14",1
"2711",8,11,20,0,NA,NA,0,NA,0.2,0.3,2,0,0,"4","Strategic","4-8-11","4-8-20",1
"2712",8,12,21,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-8-12","4-8-21",1
"2713",8,13,17,0,NA,NA,1,NA,0.4,0.4,1,0,0,"4","Strategic","4-8-13","4-8-17",1
"2714",8,14,10,1,1,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-8-14","4-8-10",1
"2715",8,15,7,1,1,0,NA,0,0,0,NA,NA,1,"4","Strategic","4-8-15","4-8-7",1
"2716",8,16,6,1,1,1,NA,1,0,0,NA,NA,1,"4","Strategic","4-8-16","4-8-6",1
"2717",8,17,13,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-8-17","4-8-13",1
"2718",8,18,4,1,1,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-8-18","4-8-4",1
"2719",8,19,2,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-8-19","4-8-2",1
"2720",8,20,11,1,1,1,NA,1,0,0,NA,NA,0,"4","Strategic","4-8-20","4-8-11",1
"2721",8,21,12,1,0,0,NA,0,0,0,NA,NA,0,"4","Strategic","4-8-21","4-8-12",1
