"","Period","Subject","MyPartner","Agent","Theta","Applet","Inv","Disclose","ProbType","ProbBarrel","Outcome","Retain","myRetention","Session","tmt","SPSubj","SPPart","Treatment"
"1",1,1,23,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-1-1","3-1-23",0
"2",1,2,18,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-1-2","3-1-18",0
"3",1,3,15,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-1-3","3-1-15",0
"4",1,4,21,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-1-4","3-1-21",0
"5",1,5,26,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-1-5","3-1-26",0
"6",1,6,17,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-1-6","3-1-17",0
"7",1,7,25,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-1-7","3-1-25",0
"8",1,8,19,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-1-8","3-1-19",0
"9",1,9,16,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-1-9","3-1-16",0
"10",1,10,20,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-1-10","3-1-20",0
"11",1,11,24,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-1-11","3-1-24",0
"12",1,12,22,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-1-12","3-1-22",0
"13",1,13,14,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-1-13","3-1-14",0
"14",1,14,13,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-1-14","3-1-13",0
"15",1,15,3,0,NA,NA,0,NA,0.2,0.3,2,0,0,"3","Decision","3-1-15","3-1-3",0
"16",1,16,9,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-1-16","3-1-9",0
"17",1,17,6,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-1-17","3-1-6",0
"18",1,18,2,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-1-18","3-1-2",0
"19",1,19,8,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-1-19","3-1-8",0
"20",1,20,10,0,NA,NA,0,NA,0.2,0.3,1,0,0,"3","Decision","3-1-20","3-1-10",0
"21",1,21,4,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-1-21","3-1-4",0
"22",1,22,12,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-1-22","3-1-12",0
"23",1,23,1,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-1-23","3-1-1",0
"24",1,24,11,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-1-24","3-1-11",0
"25",1,25,7,0,NA,NA,0,NA,0.2,0.3,2,1,0,"3","Decision","3-1-25","3-1-7",0
"26",1,26,5,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-1-26","3-1-5",0
"27",2,1,21,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-2-1","3-2-21",0
"28",2,2,15,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-2-2","3-2-15",0
"29",2,3,26,0,NA,NA,0,NA,0.1,0.2,1,1,0,"3","Decision","3-2-3","3-2-26",0
"30",2,4,18,0,NA,NA,1,NA,0.8,0.2,2,0,0,"3","Decision","3-2-4","3-2-18",0
"31",2,5,23,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-2-5","3-2-23",0
"32",2,6,19,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-2-6","3-2-19",0
"33",2,7,22,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-2-7","3-2-22",0
"34",2,8,14,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-2-8","3-2-14",0
"35",2,9,24,0,NA,NA,0,NA,0.2,0.3,2,1,0,"3","Decision","3-2-9","3-2-24",0
"36",2,10,25,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-2-10","3-2-25",0
"37",2,11,20,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-2-11","3-2-20",0
"38",2,12,16,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-2-12","3-2-16",0
"39",2,13,17,0,NA,NA,0,NA,0.1,0.2,2,1,0,"3","Decision","3-2-13","3-2-17",0
"40",2,14,8,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-2-14","3-2-8",0
"41",2,15,2,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-2-15","3-2-2",0
"42",2,16,12,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-2-16","3-2-12",0
"43",2,17,13,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-2-17","3-2-13",0
"44",2,18,4,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-2-18","3-2-4",0
"45",2,19,6,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-2-19","3-2-6",0
"46",2,20,11,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-2-20","3-2-11",0
"47",2,21,1,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-2-21","3-2-1",0
"48",2,22,7,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-2-22","3-2-7",0
"49",2,23,5,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-2-23","3-2-5",0
"50",2,24,9,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-2-24","3-2-9",0
"51",2,25,10,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-2-25","3-2-10",0
"52",2,26,3,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-2-26","3-2-3",0
"53",3,1,17,1,1,0,NA,0,0,0,NA,NA,0,"3","Decision","3-3-1","3-3-17",0
"54",3,2,25,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-3-2","3-3-25",0
"55",3,3,19,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-3-3","3-3-19",0
"56",3,4,18,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-3-4","3-3-18",0
"57",3,5,23,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-3-5","3-3-23",0
"58",3,6,21,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-3-6","3-3-21",0
"59",3,7,20,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-3-7","3-3-20",0
"60",3,8,16,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-3-8","3-3-16",0
"61",3,9,15,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-3-9","3-3-15",0
"62",3,10,26,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-3-10","3-3-26",0
"63",3,11,24,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-3-11","3-3-24",0
"64",3,12,22,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-3-12","3-3-22",0
"65",3,13,14,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-3-13","3-3-14",0
"66",3,14,13,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-3-14","3-3-13",0
"67",3,15,9,0,NA,NA,1,NA,0.8,0.2,2,0,0,"3","Decision","3-3-15","3-3-9",0
"68",3,16,8,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-3-16","3-3-8",0
"69",3,17,1,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-3-17","3-3-1",0
"70",3,18,4,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-3-18","3-3-4",0
"71",3,19,3,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-3-19","3-3-3",0
"72",3,20,7,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-3-20","3-3-7",0
"73",3,21,6,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-3-21","3-3-6",0
"74",3,22,12,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-3-22","3-3-12",0
"75",3,23,5,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-3-23","3-3-5",0
"76",3,24,11,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-3-24","3-3-11",0
"77",3,25,2,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-3-25","3-3-2",0
"78",3,26,10,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-3-26","3-3-10",0
"79",4,1,20,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-4-1","3-4-20",0
"80",4,2,14,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-4-2","3-4-14",0
"81",4,3,25,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-4-3","3-4-25",0
"82",4,4,17,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-4-4","3-4-17",0
"83",4,5,16,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-4-5","3-4-16",0
"84",4,6,24,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-4-6","3-4-24",0
"85",4,7,21,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-4-7","3-4-21",0
"86",4,8,19,0,NA,NA,1,NA,0.8,0.2,2,0,0,"3","Decision","3-4-8","3-4-19",0
"87",4,9,18,0,NA,NA,1,NA,0.8,0.2,2,1,0,"3","Decision","3-4-9","3-4-18",0
"88",4,10,26,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-4-10","3-4-26",0
"89",4,11,22,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-4-11","3-4-22",0
"90",4,12,23,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-4-12","3-4-23",0
"91",4,13,15,0,NA,NA,0,NA,0.2,0.3,1,0,0,"3","Decision","3-4-13","3-4-15",0
"92",4,14,2,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-4-14","3-4-2",0
"93",4,15,13,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-4-15","3-4-13",0
"94",4,16,5,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-4-16","3-4-5",0
"95",4,17,4,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-4-17","3-4-4",0
"96",4,18,9,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-4-18","3-4-9",0
"97",4,19,8,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-4-19","3-4-8",0
"98",4,20,1,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-4-20","3-4-1",0
"99",4,21,7,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-4-21","3-4-7",0
"100",4,22,11,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-4-22","3-4-11",0
"101",4,23,12,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-4-23","3-4-12",0
"102",4,24,6,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-4-24","3-4-6",0
"103",4,25,3,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-4-25","3-4-3",0
"104",4,26,10,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-4-26","3-4-10",0
"105",5,1,15,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-5-1","3-5-15",0
"106",5,2,25,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-5-2","3-5-25",0
"107",5,3,22,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-5-3","3-5-22",0
"108",5,4,26,1,0,1,NA,1,0,0,NA,NA,1,"3","Decision","3-5-4","3-5-26",0
"109",5,5,14,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-5-5","3-5-14",0
"110",5,6,20,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-5-6","3-5-20",0
"111",5,7,17,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-5-7","3-5-17",0
"112",5,8,19,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-5-8","3-5-19",0
"113",5,9,16,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-5-9","3-5-16",0
"114",5,10,18,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-5-10","3-5-18",0
"115",5,11,24,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-5-11","3-5-24",0
"116",5,12,23,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-5-12","3-5-23",0
"117",5,13,21,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-5-13","3-5-21",0
"118",5,14,5,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-5-14","3-5-5",0
"119",5,15,1,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-5-15","3-5-1",0
"120",5,16,9,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-5-16","3-5-9",0
"121",5,17,7,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-5-17","3-5-7",0
"122",5,18,10,0,NA,NA,0,NA,0.1,0.2,1,0,0,"3","Decision","3-5-18","3-5-10",0
"123",5,19,8,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-5-19","3-5-8",0
"124",5,20,6,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-5-20","3-5-6",0
"125",5,21,13,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-5-21","3-5-13",0
"126",5,22,3,0,NA,NA,0,NA,0.1,0.2,2,1,0,"3","Decision","3-5-22","3-5-3",0
"127",5,23,12,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-5-23","3-5-12",0
"128",5,24,11,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-5-24","3-5-11",0
"129",5,25,2,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-5-25","3-5-2",0
"130",5,26,4,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-5-26","3-5-4",0
"131",6,1,25,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-6-1","3-6-25",0
"132",6,2,22,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-6-2","3-6-22",0
"133",6,3,17,0,NA,NA,0,NA,0.1,0.2,1,0,0,"3","Decision","3-6-3","3-6-17",0
"134",6,4,19,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-6-4","3-6-19",0
"135",6,5,21,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-6-5","3-6-21",0
"136",6,6,26,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-6-6","3-6-26",0
"137",6,7,16,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-6-7","3-6-16",0
"138",6,8,14,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-6-8","3-6-14",0
"139",6,9,15,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-6-9","3-6-15",0
"140",6,10,18,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-6-10","3-6-18",0
"141",6,11,23,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-6-11","3-6-23",0
"142",6,12,24,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-6-12","3-6-24",0
"143",6,13,20,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-6-13","3-6-20",0
"144",6,14,8,1,0,1,NA,0,0,0,NA,NA,1,"3","Decision","3-6-14","3-6-8",0
"145",6,15,9,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-6-15","3-6-9",0
"146",6,16,7,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-6-16","3-6-7",0
"147",6,17,3,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-6-17","3-6-3",0
"148",6,18,10,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-6-18","3-6-10",0
"149",6,19,4,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-6-19","3-6-4",0
"150",6,20,13,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-6-20","3-6-13",0
"151",6,21,5,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-6-21","3-6-5",0
"152",6,22,2,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-6-22","3-6-2",0
"153",6,23,11,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-6-23","3-6-11",0
"154",6,24,12,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-6-24","3-6-12",0
"155",6,25,1,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-6-25","3-6-1",0
"156",6,26,6,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-6-26","3-6-6",0
"157",7,1,21,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-7-1","3-7-21",0
"158",7,2,19,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-7-2","3-7-19",0
"159",7,3,18,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-7-3","3-7-18",0
"160",7,4,14,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-7-4","3-7-14",0
"161",7,5,24,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-7-5","3-7-24",0
"162",7,6,20,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-7-6","3-7-20",0
"163",7,7,25,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-7-7","3-7-25",0
"164",7,8,23,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-7-8","3-7-23",0
"165",7,9,22,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-7-9","3-7-22",0
"166",7,10,17,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-7-10","3-7-17",0
"167",7,11,15,1,1,0,NA,0,0,0,NA,NA,0,"3","Decision","3-7-11","3-7-15",0
"168",7,12,26,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-7-12","3-7-26",0
"169",7,13,16,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-7-13","3-7-16",0
"170",7,14,4,0,NA,NA,1,NA,0.8,0.2,2,1,0,"3","Decision","3-7-14","3-7-4",0
"171",7,15,11,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-7-15","3-7-11",0
"172",7,16,13,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-7-16","3-7-13",0
"173",7,17,10,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-7-17","3-7-10",0
"174",7,18,3,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-7-18","3-7-3",0
"175",7,19,2,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-7-19","3-7-2",0
"176",7,20,6,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-7-20","3-7-6",0
"177",7,21,1,0,NA,NA,0,NA,0.2,0.3,2,1,0,"3","Decision","3-7-21","3-7-1",0
"178",7,22,9,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-7-22","3-7-9",0
"179",7,23,8,0,NA,NA,1,NA,0.8,0.2,2,0,0,"3","Decision","3-7-23","3-7-8",0
"180",7,24,5,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-7-24","3-7-5",0
"181",7,25,7,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-7-25","3-7-7",0
"182",7,26,12,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-7-26","3-7-12",0
"183",8,1,16,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-8-1","3-8-16",0
"184",8,2,14,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-8-2","3-8-14",0
"185",8,3,25,0,NA,NA,0,NA,0.2,0.3,2,0,0,"3","Decision","3-8-3","3-8-25",0
"186",8,4,20,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-8-4","3-8-20",0
"187",8,5,17,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-8-5","3-8-17",0
"188",8,6,21,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-8-6","3-8-21",0
"189",8,7,15,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-8-7","3-8-15",0
"190",8,8,26,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-8-8","3-8-26",0
"191",8,9,22,0,NA,NA,0,NA,0.2,0.3,2,0,0,"3","Decision","3-8-9","3-8-22",0
"192",8,10,24,0,NA,NA,1,NA,0.8,0.2,2,1,0,"3","Decision","3-8-10","3-8-24",0
"193",8,11,23,0,NA,NA,1,NA,0.4,0.4,3,0,0,"3","Decision","3-8-11","3-8-23",0
"194",8,12,19,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-8-12","3-8-19",0
"195",8,13,18,0,NA,NA,1,NA,0.8,0.2,2,1,0,"3","Decision","3-8-13","3-8-18",0
"196",8,14,2,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-8-14","3-8-2",0
"197",8,15,7,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-8-15","3-8-7",0
"198",8,16,1,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-8-16","3-8-1",0
"199",8,17,5,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-8-17","3-8-5",0
"200",8,18,13,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-8-18","3-8-13",0
"201",8,19,12,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-8-19","3-8-12",0
"202",8,20,4,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-8-20","3-8-4",0
"203",8,21,6,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-8-21","3-8-6",0
"204",8,22,9,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-8-22","3-8-9",0
"205",8,23,11,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-8-23","3-8-11",0
"206",8,24,10,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-8-24","3-8-10",0
"207",8,25,3,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-8-25","3-8-3",0
"208",8,26,8,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-8-26","3-8-8",0
"209",9,1,26,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-9-1","3-9-26",0
"210",9,2,19,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-9-2","3-9-19",0
"211",9,3,22,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-9-3","3-9-22",0
"212",9,4,15,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-9-4","3-9-15",0
"213",9,5,16,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-9-5","3-9-16",0
"214",9,6,21,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-9-6","3-9-21",0
"215",9,7,14,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-9-7","3-9-14",0
"216",9,8,20,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-9-8","3-9-20",0
"217",9,9,25,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-9-9","3-9-25",0
"218",9,10,17,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-9-10","3-9-17",0
"219",9,11,18,1,1,1,NA,0,0,0,NA,NA,0,"3","Decision","3-9-11","3-9-18",0
"220",9,12,23,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-9-12","3-9-23",0
"221",9,13,24,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-9-13","3-9-24",0
"222",9,14,7,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-9-14","3-9-7",0
"223",9,15,4,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-9-15","3-9-4",0
"224",9,16,5,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-9-16","3-9-5",0
"225",9,17,10,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-9-17","3-9-10",0
"226",9,18,11,0,NA,NA,1,NA,0.4,0.4,3,0,0,"3","Decision","3-9-18","3-9-11",0
"227",9,19,2,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-9-19","3-9-2",0
"228",9,20,8,0,NA,NA,0,NA,0.2,0.3,1,0,0,"3","Decision","3-9-20","3-9-8",0
"229",9,21,6,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-9-21","3-9-6",0
"230",9,22,3,0,NA,NA,1,NA,0.8,0.2,2,1,0,"3","Decision","3-9-22","3-9-3",0
"231",9,23,12,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-9-23","3-9-12",0
"232",9,24,13,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-9-24","3-9-13",0
"233",9,25,9,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-9-25","3-9-9",0
"234",9,26,1,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-9-26","3-9-1",0
"235",10,1,16,0,NA,NA,0,NA,0.2,0.3,2,0,0,"3","Decision","3-10-1","3-10-16",0
"236",10,2,19,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-10-2","3-10-19",0
"237",10,3,20,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-10-3","3-10-20",0
"238",10,4,26,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-10-4","3-10-26",0
"239",10,5,21,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-10-5","3-10-21",0
"240",10,6,18,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-10-6","3-10-18",0
"241",10,7,24,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-10-7","3-10-24",0
"242",10,8,15,0,NA,NA,0,NA,0.2,0.3,2,1,0,"3","Decision","3-10-8","3-10-15",0
"243",10,9,25,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-10-9","3-10-25",0
"244",10,10,17,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-10-10","3-10-17",0
"245",10,11,23,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-10-11","3-10-23",0
"246",10,12,22,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-10-12","3-10-22",0
"247",10,13,14,0,NA,NA,0,NA,0.2,0.3,2,1,0,"3","Decision","3-10-13","3-10-14",0
"248",10,14,13,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-10-14","3-10-13",0
"249",10,15,8,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-10-15","3-10-8",0
"250",10,16,1,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-10-16","3-10-1",0
"251",10,17,10,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-10-17","3-10-10",0
"252",10,18,6,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-10-18","3-10-6",0
